#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           ACE> Electron Proton Alpha Monitor
#     PROJECT                         ACE>Advanced Composition Explorer
#                                     ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     AC>Advanced Composition Explorer
#     DATA_TYPE                       H3>12-second Level 2 data
#     DESCRIPTOR                      EPAM>ACE Electron Proton Alpha Monitor
#     DATA_VERSION                    1
#     GENERATED_BY                    ACE Science Center
#     GENERATION_DATE                 2018101
#     LINK_TEXT                       Release notes and other info available at
#     LINK_TITLE                      the ACE Science Center Level 2 Data website
#     HTTP_LINK                       https://izw1.caltech.edu/ACE/ASC/level2/index.html
#     TEXT                            The Electron, Proton, and Alpha Monitor (EPAM) is composed of five
#                                     telescope apertures of three different types.  Two Low Energy
#                                     Foil Spectrometers (LEFS) measure the flux and direction of electrons
#                                     above 30 keV (geometry factor = 0.397 cm2*sr), two Low Energy Magnetic
#                                     Spectrometers (LEMS) measure the flux  and direction of ions greater than 50 keV
#                                     (geometry factor = 0.48 cm2*sr), and the Composition Aperture (CA)
#                                     measures the elemental composition of the ions (geometry factor = 0.24
#                                     cm2*sr). The telescopes use the spin of the spacecraft to sweep the full
#                                     sky. Solid-state detectors are used to measure the energy and composition
#                                     of the incoming particles.
#                                     For more information about the EPAM instrument, visit the EPAM Home Page
#                                     at JHU/APL: http://sd-www.jhuapl.edu/ACE/EPAM/
#                                     The quality of ACE level 2 data is such that it is suitable for serious
#                                     scientific study.  However, to avoid confusion and misunderstanding, it
#                                     is recommended that users consult with the appropriate ACE team members
#                                     before publishing work derived from the data. The ACE team has worked
#                                     hard to ensure that the level 2 data are free from errors, but the team
#                                     cannot accept responsibility for erroneous data, or for misunderstandings
#                                     about how the data may be used. This is especially true if the appropriate
#                                     ACE team members are not consulted before publication. At the very
#                                     least, preprints should be forwarded to the ACE team before publication.
#     MODS                            Initial Public Release 01/28/03 (Version 3)
#                                     11/11/04: Improved metadata (Version 4)
#     ADID_REF                        NSSD0327
#     LOGICAL_FILE_ID                 AC_H3_EPA_20180719_V01
#     LOGICAL_SOURCE                  AC_H3_EPM
#     LOGICAL_SOURCE_DESCRIPTION      ACE/EPAM Solar Energetic Particle 12-second Level 2 Data
#     PI_NAME                         R. Gold
#     PI_AFFILIATION                  JHU/APL
#     MISSION_GROUP                   ACE
#     INSTRUMENT_TYPE                 Particles (space)
#     TIME_RESOLUTION                 12 second
#     WEB_SITE                        http://www.srl.caltech.edu/ACE/
#     ACKNOWLEDGEMENT                 Please acknowledge the Principal
#                                     Investigator, Dr. Robert Gold of JHU/APL
#     RULES_OF_USE                    See the rules of use available from the ACE
#                                     Science Center at:
#                                     http://www.srl.caltech.edu/ACE/ASC/level2/policy_lvl2.html
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ACE/EPAM/L2/PT12S
#     DOI                             https://doi.org/10.48322/jqj0-vn49
#     CDAWEB_PARENTS                  ac_h3_epm_00000000_v01
#                                     ac_h3_epm_19980825_v01, ac_h3_epm_19980826_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, beginning of interval
#  2. P2 LEMS30, (0.067-0.115 MeV Ions), Sector Avg
#  3. P3 LEMS30, (0.115-0.193 MeV Ions), Sector Avg
#  4. P4 LEMS30, (0.193-0.315 MeV Ions), Sector Avg
#  5. P5 LEMS30, (0.315-0.580 MeV Ions), Sector Avg
#  6. P6 LEMS30, (0.580-1.06 MeV Ions), Sector Avg
#  7. P7 LEMS30, (1.06-1.88 MeV Ions), Sector Avg
#  8. P8 LEMS30, (1.88-4.70 MeV Ions), Sector Avg
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,P2_.067-.115MEV_IONS_1/(cm**2-s-sr-MeV),P3_.115-.193MEV_IONS_1/(cm**2-s-sr-MeV),P4_.193-.315MEV_IONS_1/(cm**2-s-sr-MeV),P5_.315-.580MEV_IONS_1/(cm**2-s-sr-MeV),P6_.580-1.06MEV_IONS_1/(cm**2-s-sr-MeV),P7_1.06-1.88MEV_IONS_1/(cm**2-s-sr-MeV),P8_1.88-4.70MEV_IONS_1/(cm**2-s-sr-MeV)
1998-08-25T21:00:59.000Z,4000.70,4924.50,4366.50,3833.50,2580.80,1299.30,351.460
1998-08-25T21:01:11.000Z,4064.90,5161.20,4366.50,3833.50,2580.80,1299.30,351.460
1998-08-25T21:01:23.000Z,3871.70,4684.90,4062.00,3646.60,2529.20,1329.50,351.460
1998-08-25T21:01:35.000Z,3678.00,4448.20,4062.00,3646.60,2529.20,1329.50,351.460
1998-08-25T21:01:47.000Z,3742.70,4607.00,4468.00,3646.60,2632.90,1389.90,360.240
1998-08-25T21:01:59.000Z,3935.90,4765.80,4366.50,3646.60,2632.90,1389.90,360.240
1998-08-25T21:02:11.000Z,3742.70,4765.80,4163.50,3740.10,2684.50,1389.90,351.460
1998-08-25T21:02:23.000Z,3807.00,5002.40,4366.50,3740.10,2684.50,1389.90,351.460
1998-08-25T21:02:36.000Z,4194.40,4843.60,4468.00,4113.90,2736.10,1359.70,351.460
1998-08-25T21:02:48.000Z,3935.90,5002.40,4569.50,4113.90,2736.10,1359.70,351.460
1998-08-25T21:03:00.000Z,4064.90,5083.30,4772.50,4113.90,2890.90,1420.10,360.240
1998-08-25T21:03:12.000Z,4387.70,5161.20,4874.00,4113.90,2890.90,1420.10,360.240
1998-08-25T21:03:24.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:03:36.000Z,4064.90,5319.90,4874.00,4487.70,2942.00,1420.10,351.460
1998-08-25T21:03:48.000Z,3807.00,5400.80,5077.00,4487.70,2942.00,1420.10,351.460
1998-08-25T21:04:00.000Z,4064.90,5478.70,5178.50,4487.70,2942.00,1450.30,360.240
1998-08-25T21:04:12.000Z,4258.70,5319.90,5077.00,4487.70,2942.00,1450.30,360.240
1998-08-25T21:04:24.000Z,4591.60,5493.60,5088.50,4680.00,3100.20,1451.70,360.660
1998-08-25T21:04:36.000Z,4064.90,5400.80,5483.00,4680.00,3100.20,1451.70,360.660
1998-08-25T21:04:48.000Z,4322.90,5319.90,5584.50,4768.10,3045.70,1420.10,369.030
1998-08-25T21:05:00.000Z,4580.90,5637.40,5584.50,4768.10,3045.70,1420.10,369.030
1998-08-25T21:05:12.000Z,4258.70,5637.40,5381.50,4674.70,3097.30,1480.50,360.240
1998-08-25T21:05:25.000Z,4193.90,5877.10,5280.00,4674.70,3097.30,1480.50,360.240
1998-08-25T21:05:37.000Z,4323.40,6035.80,5686.00,4865.10,3098.70,1451.20,378.060
1998-08-25T21:05:49.000Z,4457.30,6041.80,5693.70,4865.10,3098.70,1451.20,378.060
1998-08-25T21:06:01.000Z,4775.10,5877.10,5483.00,4769.00,3045.70,1480.50,377.810
1998-08-25T21:06:13.000Z,4775.10,5877.10,5483.00,4769.00,3045.70,1480.50,377.810
1998-08-25T21:06:25.000Z,4581.40,6194.60,5584.50,4862.50,3097.30,1450.30,369.030
1998-08-25T21:06:37.000Z,4581.40,5877.10,5381.50,4862.50,3097.30,1450.30,369.030
1998-08-25T21:06:49.000Z,4387.70,5877.10,5584.50,4769.00,3148.90,1480.50,369.030
1998-08-25T21:07:01.000Z,4387.70,6035.80,5483.00,4769.00,3148.90,1480.50,369.030
1998-08-25T21:07:13.000Z,4323.40,5877.10,5686.00,4862.50,3045.70,1450.30,369.030
1998-08-25T21:07:25.000Z,4516.60,6194.60,5686.00,4862.50,3045.70,1450.30,369.030
1998-08-25T21:07:37.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:07:49.000Z,4516.60,6035.80,5483.00,4861.60,3148.90,1510.70,369.030
1998-08-25T21:08:01.000Z,4645.60,5718.30,5584.50,4861.60,3148.90,1510.70,369.030
1998-08-25T21:08:14.000Z,4322.90,5954.90,5483.00,4674.70,3148.90,1420.10,360.240
1998-08-25T21:08:26.000Z,4387.70,6194.60,5381.50,4674.70,3148.90,1420.10,360.240
1998-08-25T21:08:38.000Z,4774.60,5877.10,5381.50,4768.10,3097.30,1420.10,369.030
1998-08-25T21:08:50.000Z,4516.60,5877.10,5483.00,4768.10,3097.30,1420.10,369.030
1998-08-25T21:09:02.000Z,4710.40,6194.60,5483.00,4861.60,3045.70,1450.30,369.030
1998-08-25T21:09:14.000Z,4901.70,5877.10,5584.50,4861.60,3045.70,1450.30,369.030
1998-08-25T21:09:26.000Z,4778.50,6200.60,5691.70,4957.70,3098.70,1420.70,360.410
1998-08-25T21:09:38.000Z,4710.40,6035.80,5483.00,4957.70,3098.70,1420.70,360.410
1998-08-25T21:09:50.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:10:02.000Z,4581.40,6194.60,5584.50,4674.70,3045.70,1420.10,360.240
1998-08-25T21:10:14.000Z,4516.60,5877.10,5686.00,4674.70,3045.70,1420.10,360.240
1998-08-25T21:10:26.000Z,4581.40,5877.10,5483.00,4581.20,2942.50,1359.70,351.460
1998-08-25T21:10:38.000Z,4645.60,5718.30,5483.00,4581.20,2942.50,1359.70,351.460
1998-08-25T21:10:50.000Z,4516.60,5877.10,5077.00,4394.30,2890.90,1329.50,342.680
1998-08-25T21:11:03.000Z,4839.40,5478.70,5077.00,4394.30,2890.90,1329.50,342.680
1998-08-25T21:11:15.000Z,4258.70,5319.90,4772.50,4113.90,2839.30,1359.70,342.680
1998-08-25T21:11:27.000Z,4323.40,5242.00,4772.50,4113.90,2839.30,1359.70,342.680
1998-08-25T21:11:39.000Z,4000.70,5319.90,4671.00,4394.30,2890.90,1299.30,351.460
1998-08-25T21:11:51.000Z,4323.40,5637.40,4975.50,4394.30,2890.90,1299.30,351.460
1998-08-25T21:12:03.000Z,4064.90,5242.00,4671.00,4113.90,2839.30,1359.70,351.460
1998-08-25T21:12:15.000Z,3871.70,5083.30,4772.50,4113.90,2839.30,1359.70,351.460
1998-08-25T21:12:27.000Z,4000.70,4924.50,4772.50,4113.90,2736.10,1329.50,351.460
1998-08-25T21:12:39.000Z,4258.70,5083.30,4569.50,4113.90,2736.10,1329.50,351.460
1998-08-25T21:12:51.000Z,4129.70,5637.40,4874.00,4300.80,2787.70,1329.50,351.460
1998-08-25T21:13:03.000Z,4258.70,5161.20,4975.50,4300.80,2787.70,1329.50,351.460
1998-08-25T21:13:15.000Z,4387.70,5319.90,4975.50,4487.70,2839.30,1359.70,333.900
1998-08-25T21:13:27.000Z,4194.40,5478.70,5280.00,4487.70,2839.30,1359.70,333.900
1998-08-25T21:13:39.000Z,4129.70,5796.20,5280.00,4487.70,2839.30,1359.70,338.290
1998-08-25T21:13:51.000Z,4129.70,5559.50,5178.50,4487.70,2839.30,1359.70,338.290
1998-08-25T21:14:03.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:14:16.000Z,4322.90,5637.40,5381.50,4490.40,2943.90,1330.10,334.060
1998-08-25T21:14:28.000Z,4521.50,5646.40,5082.70,4490.40,2943.90,1330.10,334.060
1998-08-25T21:14:40.000Z,4193.90,5400.80,5280.00,4300.80,2838.80,1329.50,342.680
1998-08-25T21:14:52.000Z,4064.90,5161.20,5077.00,4300.80,2838.80,1329.50,342.680
1998-08-25T21:15:04.000Z,4387.70,5478.70,5077.00,4207.40,2838.80,1329.50,342.680
1998-08-25T21:15:16.000Z,4516.60,5559.50,4874.00,4207.40,2838.80,1329.50,342.680
1998-08-25T21:15:28.000Z,4387.70,5319.90,4569.50,4115.70,2840.20,1330.10,342.760
1998-08-25T21:15:40.000Z,4197.30,5008.40,4370.30,4115.70,2840.20,1330.10,342.760
1998-08-25T21:15:52.000Z,4258.70,5161.20,4366.50,4113.90,2787.20,1329.50,333.900
1998-08-25T21:16:04.000Z,4129.20,5083.30,4569.50,4113.90,2787.20,1329.50,333.900
1998-08-25T21:16:16.000Z,4387.70,4843.60,4874.00,4300.80,2890.90,1329.50,342.680
1998-08-25T21:16:28.000Z,4258.70,4924.50,4772.50,4300.80,2890.90,1329.50,342.680
1998-08-25T21:16:40.000Z,4387.70,5242.00,5077.00,4300.80,2839.30,1299.30,333.900
1998-08-25T21:16:53.000Z,4258.70,5478.70,5178.50,4300.80,2839.30,1299.30,333.900
1998-08-25T21:17:05.000Z,4129.70,5161.20,5077.00,4300.80,2787.70,1269.10,342.680
1998-08-25T21:17:17.000Z,4387.70,5718.30,4975.50,4300.80,2787.70,1269.10,342.680
1998-08-25T21:17:29.000Z,4194.40,5637.40,4975.50,4300.80,2787.70,1299.30,338.290
1998-08-25T21:17:41.000Z,4387.70,5478.70,5178.50,4300.80,2787.70,1299.30,338.290
1998-08-25T21:17:53.000Z,4710.40,5796.20,4874.00,4113.90,2736.10,1269.10,342.680
1998-08-25T21:18:05.000Z,4516.60,5559.50,4975.50,4113.90,2736.10,1269.10,342.680
1998-08-25T21:18:17.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:18:29.000Z,4394.00,5805.20,4780.10,4023.10,2634.80,1269.90,338.540
1998-08-25T21:18:41.000Z,4451.90,4843.60,4772.50,4023.10,2634.80,1269.90,338.540
1998-08-25T21:18:53.000Z,4193.90,5002.40,4772.50,4020.50,2580.80,1269.10,338.290
1998-08-25T21:19:05.000Z,4000.20,5002.40,4569.50,4020.50,2580.80,1269.10,338.290
1998-08-25T21:19:17.000Z,3678.00,4684.90,4366.50,3927.00,2529.20,1238.90,333.900
1998-08-25T21:19:29.000Z,3742.20,4684.90,4468.00,3927.00,2529.20,1238.90,333.900
1998-08-25T21:19:42.000Z,4129.20,4765.80,4569.50,3927.00,2529.20,1208.70,338.290
1998-08-25T21:19:54.000Z,4193.90,4843.60,4569.50,3927.00,2529.20,1208.70,338.290
1998-08-25T21:20:06.000Z,3871.20,5083.30,4569.50,3927.00,2632.40,1238.90,329.510
1998-08-25T21:20:18.000Z,4322.90,5002.40,4671.00,3927.00,2632.40,1238.90,329.510
1998-08-25T21:20:30.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:20:42.000Z,4516.60,5083.30,4772.50,4020.50,2684.00,1223.80,329.510
1998-08-25T21:20:54.000Z,4387.70,5161.20,4772.50,4020.50,2684.00,1223.80,329.510
1998-08-25T21:21:06.000Z,3807.00,5083.30,4416.30,4020.50,2632.40,1238.90,320.720
1998-08-25T21:21:18.000Z,4064.90,5002.40,4772.50,4020.50,2632.40,1238.90,320.720
1998-08-25T21:21:30.000Z,4328.80,5167.10,4422.00,4023.10,2582.30,1209.30,320.890
1998-08-25T21:21:42.000Z,4193.90,5478.70,4772.50,4023.10,2582.30,1209.30,320.890
1998-08-25T21:21:54.000Z,4322.90,5242.00,4772.50,3927.00,2529.20,1208.70,329.510
1998-08-25T21:22:06.000Z,4000.20,5319.90,4874.00,3927.00,2529.20,1208.70,329.510
1998-08-25T21:22:18.000Z,3881.40,5176.10,4887.40,4026.60,2584.70,1210.40,321.220
1998-08-25T21:22:31.000Z,4451.90,5796.20,4772.50,4026.60,2584.70,1210.40,321.220
1998-08-25T21:22:43.000Z,4258.70,5400.80,4772.50,3927.00,2477.60,1193.60,320.720
1998-08-25T21:22:55.000Z,4387.70,5242.00,4772.50,3927.00,2477.60,1193.60,320.720
1998-08-25T21:23:07.000Z,4000.70,5083.30,4722.70,3927.00,2477.60,1254.00,325.110
1998-08-25T21:23:19.000Z,4129.70,4843.60,4468.00,3927.00,2477.60,1254.00,325.110
1998-08-25T21:23:31.000Z,4129.70,5637.40,4418.20,3833.50,2374.40,1254.00,325.110
1998-08-25T21:23:43.000Z,4323.40,5002.40,4621.20,3833.50,2374.40,1254.00,325.110
1998-08-25T21:23:55.000Z,4194.40,5319.90,4468.00,3927.00,2529.20,1223.80,329.510
1998-08-25T21:24:07.000Z,4129.70,4924.50,4519.70,3927.00,2529.20,1223.80,329.510
1998-08-25T21:24:19.000Z,4064.90,4924.50,4519.70,4020.50,2580.80,1208.70,320.720
1998-08-25T21:24:31.000Z,3678.00,5002.40,4569.50,4020.50,2580.80,1208.70,320.720
1998-08-25T21:24:43.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:24:55.000Z,3613.20,5002.40,4569.50,4020.50,2426.00,1193.60,316.330
1998-08-25T21:25:07.000Z,3807.00,4843.60,4671.00,4020.50,2426.00,1193.60,316.330
1998-08-25T21:25:20.000Z,3549.00,4843.60,4468.00,4020.50,2477.60,1208.70,320.720
1998-08-25T21:25:32.000Z,3935.90,5083.30,4671.00,4020.50,2477.60,1208.70,320.720
1998-08-25T21:25:44.000Z,3816.70,5176.10,4784.00,3884.70,2428.90,1179.90,325.450
1998-08-25T21:25:56.000Z,4451.90,5002.40,4671.00,3884.70,2428.90,1179.90,325.450
1998-08-25T21:26:08.000Z,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1998-08-25T21:26:20.000Z,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1998-08-25T21:26:32.000Z,4064.90,5002.40,4468.00,3973.70,2477.60,1208.70,325.110
1998-08-25T21:26:44.000Z,4193.90,5161.20,4468.00,3973.70,2477.60,1208.70,325.110
1998-08-25T21:26:56.000Z,4193.90,4765.80,4468.00,3786.80,2426.00,1223.80,325.110
1998-08-25T21:27:08.000Z,3807.00,4843.60,4213.30,3786.80,2426.00,1223.80,325.110
1998-08-25T21:27:20.000Z,3871.20,4448.20,4314.80,3693.40,2477.60,1238.90,333.900
1998-08-25T21:27:32.000Z,3678.00,4607.00,4265.00,3693.40,2477.60,1238.90,333.900
1998-08-25T21:27:44.000Z,3871.20,4765.80,4062.00,3599.90,2426.00,1208.70,329.510
1998-08-25T21:27:56.000Z,3742.20,4448.20,4163.50,3599.90,2426.00,1208.70,329.510
1998-08-25T21:28:09.000Z,3548.50,4367.40,4111.80,3553.20,2477.60,1193.60,320.720
1998-08-25T21:28:21.000Z,3742.20,4924.50,4111.80,3553.20,2477.60,1193.60,320.720
1998-08-25T21:28:33.000Z,3613.20,4448.20,4163.50,3646.60,2477.60,1208.70,333.900
1998-08-25T21:28:45.000Z,3871.20,4367.40,4010.30,3646.60,2477.60,1208.70,333.900
1998-08-25T21:28:57.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:29:09.000Z,3871.20,4448.20,4213.30,3646.60,2477.60,1238.90,338.290
1998-08-25T21:29:21.000Z,3871.20,4843.60,4314.80,3646.60,2477.60,1238.90,338.290
1998-08-25T21:29:33.000Z,3613.20,4367.40,4111.80,3506.40,2374.40,1238.90,347.070
1998-08-25T21:29:45.000Z,3613.20,4607.00,4062.00,3506.40,2374.40,1238.90,347.070
1998-08-25T21:29:57.000Z,3548.50,4607.00,3859.00,3506.40,2426.00,1269.10,351.460
1998-08-25T21:30:09.000Z,3935.90,4765.80,4111.80,3506.40,2426.00,1269.10,351.460
1998-08-25T21:30:21.000Z,3355.20,4526.10,3960.50,3599.90,2529.20,1269.10,360.240
1998-08-25T21:30:33.000Z,3548.50,4367.40,4010.30,3599.90,2529.20,1269.10,360.240
1998-08-25T21:30:45.000Z,3355.20,4130.70,3960.50,3646.60,2580.80,1299.30,360.240
1998-08-25T21:30:58.000Z,3355.20,4289.50,4111.80,3646.60,2580.80,1299.30,360.240
1998-08-25T21:31:10.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:31:22.000Z,3678.00,4289.50,4265.00,3880.30,2580.80,1299.30,377.810
1998-08-25T21:31:34.000Z,3548.50,4526.10,4062.00,3880.30,2580.80,1299.30,377.810
1998-08-25T21:31:46.000Z,3678.00,4607.00,4468.00,3833.50,2684.00,1359.70,369.030
1998-08-25T21:31:58.000Z,3548.50,4289.50,4163.50,3833.50,2684.00,1359.70,369.030
1998-08-25T21:32:10.000Z,3678.00,4049.80,4163.50,3786.80,2684.00,1389.90,377.810
1998-08-25T21:32:22.000Z,3548.50,4448.20,4111.80,3786.80,2684.00,1389.90,377.810
1998-08-25T21:32:34.000Z,3613.20,4684.90,4619.30,4020.50,2787.20,1389.90,386.590
1998-08-25T21:32:46.000Z,3678.00,4684.90,4265.00,4020.50,2787.20,1389.90,386.590
1998-08-25T21:32:58.000Z,3742.20,4526.10,4468.00,3880.30,2735.60,1420.10,386.590
1998-08-25T21:33:10.000Z,3290.50,4448.20,4213.30,3880.30,2735.60,1420.10,386.590
1998-08-25T21:33:22.000Z,3484.20,4367.40,4671.00,4300.80,2890.90,1480.50,395.370
1998-08-25T21:33:34.000Z,3484.20,4367.40,4113.70,4300.80,2890.90,1480.50,395.370
1998-08-25T21:33:46.000Z,3678.00,4607.00,4671.00,4300.80,3045.70,1480.50,386.590
1998-08-25T21:33:59.000Z,3871.70,4607.00,4468.00,4300.80,3045.70,1480.50,386.590
1998-08-25T21:34:11.000Z,4000.70,5002.40,4671.00,4394.30,3045.70,1510.70,395.370
1998-08-25T21:34:23.000Z,3678.00,4843.60,4975.50,4394.30,3045.70,1510.70,395.370
1998-08-25T21:34:35.000Z,3742.70,4765.80,4874.00,4581.20,3045.70,1480.50,412.940
1998-08-25T21:34:47.000Z,3613.20,5002.40,5280.00,4581.20,3045.70,1480.50,412.940
1998-08-25T21:34:59.000Z,3742.70,5002.40,4671.00,4487.70,3045.70,1480.50,412.940
1998-08-25T21:35:11.000Z,3935.90,4843.60,4671.00,4487.70,3045.70,1480.50,412.940
1998-08-25T21:35:23.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:35:35.000Z,3938.40,4768.80,4573.30,4583.00,2840.20,1511.30,395.540
1998-08-25T21:35:47.000Z,3935.90,4684.90,4874.00,4583.00,2840.20,1511.30,395.540
1998-08-25T21:35:59.000Z,4258.70,5002.40,4772.50,4487.70,2838.80,1450.30,395.370
1998-08-25T21:36:11.000Z,3871.20,4924.50,4874.00,4487.70,2838.80,1450.30,395.370
1998-08-25T21:36:23.000Z,3871.20,5083.30,4874.00,4487.70,2890.40,1420.10,395.370
1998-08-25T21:36:35.000Z,3742.20,5002.40,4874.00,4487.70,2890.40,1420.10,395.370
1998-08-25T21:36:48.000Z,4000.20,5400.80,5077.00,4487.70,2942.00,1450.30,404.160
1998-08-25T21:37:00.000Z,4322.90,4924.50,4975.50,4487.70,2942.00,1450.30,404.160
1998-08-25T21:37:12.000Z,4000.20,5083.30,5178.50,4583.00,2891.80,1450.90,395.540
1998-08-25T21:37:24.000Z,4003.10,5005.40,4979.30,4583.00,2891.80,1450.90,395.540
1998-08-25T21:37:36.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:37:48.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:38:00.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:38:12.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:38:24.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:38:36.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:38:48.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:39:00.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:39:12.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:39:24.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:39:36.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:39:49.000Z,4452.40,5559.50,5483.00,4487.70,2942.50,1450.30,395.370
1998-08-25T21:40:01.000Z,4581.40,5796.20,5280.00,4487.70,2942.50,1450.30,395.370
1998-08-25T21:40:13.000Z,4387.70,5637.40,5280.00,4394.30,2942.50,1389.90,386.590
1998-08-25T21:40:25.000Z,4645.60,6194.60,4874.00,4394.30,2942.50,1389.90,386.590
1998-08-25T21:40:37.000Z,4452.40,5877.10,4874.00,4300.80,2942.50,1450.30,395.370
1998-08-25T21:40:49.000Z,4323.40,5637.40,4671.00,4300.80,2942.50,1450.30,395.370
1998-08-25T21:41:01.000Z,4258.70,5002.40,4874.00,4020.50,2839.30,1450.30,395.370
1998-08-25T21:41:13.000Z,4064.90,5242.00,4671.00,4020.50,2839.30,1450.30,395.370
1998-08-25T21:41:25.000Z,4722.10,4696.90,4784.00,4025.70,2842.20,1421.80,387.010
1998-08-25T21:41:37.000Z,4194.40,5002.40,4975.50,4025.70,2842.20,1421.80,387.010
1998-08-25T21:41:49.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:42:01.000Z,4000.70,5319.90,5077.00,4207.40,2890.90,1450.30,386.590
1998-08-25T21:42:13.000Z,4258.70,5319.90,4975.50,4207.40,2890.90,1450.30,386.590
1998-08-25T21:42:26.000Z,4064.90,5242.00,4975.50,4674.70,2890.90,1480.50,395.370
1998-08-25T21:42:38.000Z,4258.70,5877.10,5077.00,4674.70,2890.90,1480.50,395.370
1998-08-25T21:42:50.000Z,4134.10,5883.10,5693.70,4864.20,2892.30,1511.60,386.840
1998-08-25T21:43:02.000Z,5033.10,6512.10,5787.50,4864.20,2892.30,1511.60,386.840
1998-08-25T21:43:14.000Z,5227.80,6353.30,5889.00,4955.00,3097.30,1510.70,377.810
1998-08-25T21:43:26.000Z,4581.40,6512.10,5889.00,4955.00,3097.30,1510.70,377.810
1998-08-25T21:43:38.000Z,4901.70,6353.30,5686.00,4861.60,2994.10,1510.70,386.590
1998-08-25T21:43:50.000Z,4774.60,6194.60,5483.00,4861.60,2994.10,1510.70,386.590
1998-08-25T21:44:02.000Z,4774.60,6512.10,5787.50,4955.00,3097.30,1510.70,377.810
1998-08-25T21:44:14.000Z,4901.70,6035.80,5584.50,4955.00,3097.30,1510.70,377.810
1998-08-25T21:44:26.000Z,5291.10,6353.30,5584.50,4861.60,3097.30,1480.50,369.030
1998-08-25T21:44:38.000Z,5033.10,5877.10,5787.50,4861.60,3097.30,1480.50,369.030
1998-08-25T21:44:50.000Z,4839.40,5954.90,5584.50,4861.60,3097.30,1450.30,377.810
1998-08-25T21:45:02.000Z,4645.60,5796.20,5787.50,4861.60,3097.30,1450.30,377.810
1998-08-25T21:45:15.000Z,4193.90,6035.80,5483.00,4581.20,2942.00,1420.10,369.030
1998-08-25T21:45:27.000Z,4709.90,6113.70,5381.50,4581.20,2942.00,1420.10,369.030
1998-08-25T21:45:39.000Z,4258.70,6113.70,5280.00,4674.70,2942.00,1420.10,369.030
1998-08-25T21:45:51.000Z,4709.90,6035.80,5381.50,4674.70,2942.00,1420.10,369.030
1998-08-25T21:46:03.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-25T21:46:15.000Z,4710.40,6035.80,5178.50,4487.70,2942.50,1420.10,360.240
1998-08-25T21:46:27.000Z,4710.40,6194.60,5178.50,4487.70,2942.50,1420.10,360.240
1998-08-25T21:46:39.000Z,4516.60,5637.40,5381.50,4487.70,2890.90,1420.10,360.240
1998-08-25T21:46:51.000Z,4775.10,6194.60,5280.00,4487.70,2890.90,1420.10,360.240
1998-08-25T21:47:03.000Z,4452.40,5637.40,5280.00,4300.80,2839.30,1420.10,351.460
1998-08-25T21:47:15.000Z,4387.70,5718.30,5077.00,4300.80,2839.30,1420.10,351.460
