#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           ACE> Electron Proton Alpha Monitor
#     PROJECT                         ACE>Advanced Composition Explorer
#                                     ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     AC>Advanced Composition Explorer
#     DATA_TYPE                       H3>12-second Level 2 data
#     DESCRIPTOR                      EPAM>ACE Electron Proton Alpha Monitor
#     DATA_VERSION                    1
#     GENERATED_BY                    ACE Science Center
#     GENERATION_DATE                 2018101
#     LINK_TEXT                       Release notes and other info available at
#     LINK_TITLE                      the ACE Science Center Level 2 Data website
#     HTTP_LINK                       https://izw1.caltech.edu/ACE/ASC/level2/index.html
#     TEXT                            The Electron, Proton, and Alpha Monitor (EPAM) is composed of five
#                                     telescope apertures of three different types.  Two Low Energy
#                                     Foil Spectrometers (LEFS) measure the flux and direction of electrons
#                                     above 30 keV (geometry factor = 0.397 cm2*sr), two Low Energy Magnetic
#                                     Spectrometers (LEMS) measure the flux  and direction of ions greater than 50 keV
#                                     (geometry factor = 0.48 cm2*sr), and the Composition Aperture (CA)
#                                     measures the elemental composition of the ions (geometry factor = 0.24
#                                     cm2*sr). The telescopes use the spin of the spacecraft to sweep the full
#                                     sky. Solid-state detectors are used to measure the energy and composition
#                                     of the incoming particles.
#                                     For more information about the EPAM instrument, visit the EPAM Home Page
#                                     at JHU/APL: http://sd-www.jhuapl.edu/ACE/EPAM/
#                                     The quality of ACE level 2 data is such that it is suitable for serious
#                                     scientific study.  However, to avoid confusion and misunderstanding, it
#                                     is recommended that users consult with the appropriate ACE team members
#                                     before publishing work derived from the data. The ACE team has worked
#                                     hard to ensure that the level 2 data are free from errors, but the team
#                                     cannot accept responsibility for erroneous data, or for misunderstandings
#                                     about how the data may be used. This is especially true if the appropriate
#                                     ACE team members are not consulted before publication. At the very
#                                     least, preprints should be forwarded to the ACE team before publication.
#     MODS                            Initial Public Release 01/28/03 (Version 3)
#                                     11/11/04: Improved metadata (Version 4)
#     ADID_REF                        NSSD0327
#     LOGICAL_FILE_ID                 AC_H3_EPA_20180719_V01
#     LOGICAL_SOURCE                  AC_H3_EPM
#     LOGICAL_SOURCE_DESCRIPTION      ACE/EPAM Solar Energetic Particle 12-second Level 2 Data
#     PI_NAME                         R. Gold
#     PI_AFFILIATION                  JHU/APL
#     MISSION_GROUP                   ACE
#     INSTRUMENT_TYPE                 Particles (space)
#     TIME_RESOLUTION                 12 second
#     WEB_SITE                        http://www.srl.caltech.edu/ACE/
#     ACKNOWLEDGEMENT                 Please acknowledge the Principal
#                                     Investigator, Dr. Robert Gold of JHU/APL
#     RULES_OF_USE                    See the rules of use available from the ACE
#                                     Science Center at:
#                                     http://www.srl.caltech.edu/ACE/ASC/level2/policy_lvl2.html
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ACE/EPAM/L2/PT12S
#     DOI                             https://doi.org/10.48322/jqj0-vn49
#     CDAWEB_PARENTS                  ac_h3_epm_00000000_v01
#                                     ac_h3_epm_19980825_v01, ac_h3_epm_19980826_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, beginning of interval
#  2. P2 LEMS30, (0.067-0.115 MeV Ions), Sector Avg
#  3. P3 LEMS30, (0.115-0.193 MeV Ions), Sector Avg
#  4. P4 LEMS30, (0.193-0.315 MeV Ions), Sector Avg
#  5. P5 LEMS30, (0.315-0.580 MeV Ions), Sector Avg
#  6. P6 LEMS30, (0.580-1.06 MeV Ions), Sector Avg
#  7. P7 LEMS30, (1.06-1.88 MeV Ions), Sector Avg
#  8. P8 LEMS30, (1.88-4.70 MeV Ions), Sector Avg
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,P2_.067-.115MEV_IONS_1/(cm**2-s-sr-MeV),P3_.115-.193MEV_IONS_1/(cm**2-s-sr-MeV),P4_.193-.315MEV_IONS_1/(cm**2-s-sr-MeV),P5_.315-.580MEV_IONS_1/(cm**2-s-sr-MeV),P6_.580-1.06MEV_IONS_1/(cm**2-s-sr-MeV),P7_1.06-1.88MEV_IONS_1/(cm**2-s-sr-MeV),P8_1.88-4.70MEV_IONS_1/(cm**2-s-sr-MeV)
1998-08-26T03:56:25.000Z,6712.40,7464.70,6599.50,5890.50,4748.80,3142.80,1265.20
1998-08-26T03:56:37.000Z,6065.00,7464.70,6396.50,5890.50,4748.80,3142.80,1265.20
1998-08-26T03:56:49.000Z,5417.60,7147.10,6396.50,5890.50,4542.40,3083.00,1300.00
1998-08-26T03:57:01.000Z,4774.60,6512.10,6092.00,5890.50,4542.40,3083.00,1300.00
1998-08-26T03:57:13.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T03:57:25.000Z,5675.60,7623.40,6904.00,6170.00,5057.40,3262.50,1335.60
1998-08-26T03:57:37.000Z,6065.00,7782.20,7005.50,6170.00,5057.40,3262.50,1335.60
1998-08-26T03:57:49.000Z,6449.60,7940.90,7716.00,6544.70,5159.70,3322.30,1370.40
1998-08-26T03:58:02.000Z,5675.60,7940.90,7310.00,6544.70,5159.70,3322.30,1370.40
1998-08-26T03:58:14.000Z,5417.60,7464.70,6904.00,6544.70,5159.70,3385.00,1370.40
1998-08-26T03:58:26.000Z,5549.10,7623.40,6904.00,6544.70,5159.70,3385.00,1370.40
1998-08-26T03:58:38.000Z,5675.60,7782.20,7107.00,6170.00,5057.40,3385.00,1335.60
1998-08-26T03:58:50.000Z,5549.10,6988.40,6396.50,6170.00,5057.40,3385.00,1335.60
1998-08-26T03:59:02.000Z,5291.10,6670.90,5686.00,5702.70,4748.30,3142.80,1300.00
1998-08-26T03:59:14.000Z,4645.20,6035.80,5990.50,5702.70,4748.30,3142.80,1300.00
1998-08-26T03:59:26.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T03:59:38.000Z,4901.70,6194.60,6195.40,5797.00,4645.60,3142.80,1335.60
1998-08-26T03:59:50.000Z,5159.70,6670.90,6296.90,5797.00,4645.60,3142.80,1335.60
1998-08-26T04:00:02.000Z,5690.20,6368.30,6411.80,5709.80,4547.30,3085.80,1231.20
1998-08-26T04:00:14.000Z,5033.10,6194.60,5584.50,5709.80,4547.30,3085.80,1231.20
1998-08-26T04:00:26.000Z,4452.40,5478.70,5787.50,5236.30,4336.10,2960.50,1230.40
1998-08-26T04:00:38.000Z,4645.60,5559.50,5077.00,5236.30,4336.10,2960.50,1230.40
1998-08-26T04:00:50.000Z,4645.60,5400.80,4874.00,5049.40,4232.90,2960.50,1230.40
1998-08-26T04:01:03.000Z,4710.40,5242.00,4874.00,5049.40,4232.90,2960.50,1230.40
1998-08-26T04:01:15.000Z,4258.70,5242.00,4874.00,5238.90,4234.80,2903.50,1230.40
1998-08-26T04:01:27.000Z,4650.50,5565.50,4981.20,5238.90,4234.80,2903.50,1230.40
1998-08-26T04:01:39.000Z,4779.50,5406.80,4879.70,4770.80,4027.90,2781.20,1195.60
1998-08-26T04:01:51.000Z,4193.90,5002.40,4772.50,4770.80,4027.90,2781.20,1195.60
1998-08-26T04:02:03.000Z,4000.20,5319.90,4975.50,4581.20,3819.60,2658.70,1159.90
1998-08-26T04:02:15.000Z,4258.20,4924.50,4671.00,4581.20,3819.60,2658.70,1159.90
1998-08-26T04:02:27.000Z,4064.90,5319.90,5077.00,4487.70,3819.60,2719.10,1159.90
1998-08-26T04:02:39.000Z,4901.70,5718.30,4874.00,4487.70,3819.60,2719.10,1159.90
1998-08-26T04:02:51.000Z,4774.60,5877.10,5178.50,4674.70,3819.60,2658.70,1159.90
1998-08-26T04:03:03.000Z,4709.90,5877.10,5077.00,4674.70,3819.60,2658.70,1159.90
1998-08-26T04:03:15.000Z,4451.90,5478.70,4975.50,4674.70,3819.60,2658.70,1159.90
1998-08-26T04:03:27.000Z,4645.20,5478.70,4874.00,4674.70,3819.60,2658.70,1159.90
1998-08-26T04:03:39.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:03:52.000Z,5174.30,5889.00,4985.10,4866.90,3823.50,2601.20,1107.70
1998-08-26T04:04:04.000Z,4709.90,6035.80,4874.00,4866.90,3823.50,2601.20,1107.70
1998-08-26T04:04:16.000Z,4774.60,5877.10,4975.50,4581.20,3716.40,2538.20,1106.90
1998-08-26T04:04:28.000Z,4387.70,5718.30,4874.00,4581.20,3716.40,2538.20,1106.90
1998-08-26T04:04:40.000Z,4645.60,5559.50,4874.00,4674.70,3716.40,2598.60,1106.90
1998-08-26T04:04:52.000Z,4580.90,5242.00,4772.50,4674.70,3716.40,2598.60,1106.90
1998-08-26T04:05:04.000Z,4451.90,5161.20,4772.50,4581.20,3716.40,2659.00,1106.90
1998-08-26T04:05:16.000Z,5291.10,5400.80,5077.00,4581.20,3716.40,2659.00,1106.90
1998-08-26T04:05:28.000Z,4650.50,5167.10,4981.20,4677.30,3615.20,2599.70,1107.70
1998-08-26T04:05:40.000Z,4451.90,5559.50,4975.50,4677.30,3615.20,2599.70,1107.70
1998-08-26T04:05:52.000Z,4516.20,5637.40,4772.50,4394.30,3613.20,2598.30,1106.90
1998-08-26T04:06:04.000Z,5033.10,5319.90,4671.00,4394.30,3613.20,2598.30,1106.90
1998-08-26T04:06:16.000Z,4516.20,5083.30,4874.00,4394.30,3716.40,2598.30,1106.90
1998-08-26T04:06:28.000Z,4709.90,5400.80,4772.50,4394.30,3716.40,2598.30,1106.90
1998-08-26T04:06:41.000Z,4645.20,5559.50,4874.00,4487.70,3819.60,2658.70,1106.90
1998-08-26T04:06:53.000Z,5291.10,5400.80,4975.50,4487.70,3819.60,2658.70,1106.90
1998-08-26T04:07:05.000Z,5033.10,6194.60,5280.00,4768.10,3922.80,2658.70,1106.90
1998-08-26T04:07:17.000Z,5159.70,6035.80,5077.00,4768.10,3922.80,2658.70,1106.90
1998-08-26T04:07:29.000Z,4901.70,6353.30,5584.50,5048.50,3922.80,2658.70,1124.30
1998-08-26T04:07:41.000Z,4774.10,5718.30,5584.50,5048.50,3922.80,2658.70,1124.30
1998-08-26T04:07:53.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:08:05.000Z,4645.60,5319.90,5280.00,5142.80,4026.50,2719.40,1106.90
1998-08-26T04:08:17.000Z,4901.70,6194.60,5686.00,5142.80,4026.50,2719.40,1106.90
1998-08-26T04:08:29.000Z,5422.50,6194.60,5787.50,5329.70,4026.50,2780.10,1159.90
1998-08-26T04:08:41.000Z,5291.10,6829.60,5889.00,5329.70,4026.50,2780.10,1159.90
1998-08-26T04:08:53.000Z,5159.70,6829.60,6195.40,5610.10,4232.90,2780.10,1142.50
1998-08-26T04:09:05.000Z,5549.10,6194.60,6195.40,5610.10,4232.90,2780.10,1142.50
1998-08-26T04:09:17.000Z,5422.50,7464.70,6195.40,5516.70,4542.40,2900.60,1159.90
1998-08-26T04:09:30.000Z,5422.50,6829.60,6092.00,5516.70,4542.40,2900.60,1159.90
1998-08-26T04:09:42.000Z,5033.10,6988.40,6092.00,5703.60,4439.30,2960.50,1194.70
1998-08-26T04:09:54.000Z,5159.70,6988.40,6092.00,5703.60,4439.30,2960.50,1194.70
1998-08-26T04:10:06.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:10:18.000Z,5938.50,7623.40,6702.90,5984.00,4646.10,3083.00,1230.40
1998-08-26T04:10:30.000Z,6323.00,7623.40,6702.90,5984.00,4646.10,3083.00,1230.40
1998-08-26T04:10:42.000Z,6196.50,7782.20,6601.40,5890.50,4646.10,3023.10,1230.40
1998-08-26T04:10:54.000Z,5807.00,7782.20,6702.90,5890.50,4646.10,3023.10,1230.40
1998-08-26T04:11:06.000Z,5807.00,7464.70,6195.40,5797.00,4646.10,3083.00,1265.20
1998-08-26T04:11:18.000Z,5938.50,6988.40,6499.90,5797.00,4646.10,3083.00,1265.20
1998-08-26T04:11:30.000Z,5807.00,6988.40,6499.90,5890.50,4749.30,3083.00,1265.20
1998-08-26T04:11:42.000Z,5938.50,7623.40,6499.90,5890.50,4749.30,3083.00,1265.20
1998-08-26T04:11:54.000Z,6323.00,7782.20,6702.90,5797.00,4749.30,3142.80,1300.80
1998-08-26T04:12:06.000Z,6196.50,7623.40,6499.90,5797.00,4749.30,3142.80,1300.80
1998-08-26T04:12:19.000Z,5675.60,7940.90,6904.00,6170.90,4955.20,3142.80,1300.00
1998-08-26T04:12:31.000Z,5933.60,7782.20,7108.90,6170.90,4955.20,3142.80,1300.00
1998-08-26T04:12:43.000Z,6065.00,8258.40,7108.90,6357.80,5057.40,3202.60,1300.00
1998-08-26T04:12:55.000Z,5675.60,8417.20,7108.90,6357.80,5057.40,3202.60,1300.00
1998-08-26T04:13:07.000Z,7491.20,8585.00,7114.70,6454.80,4854.50,3142.80,1300.80
1998-08-26T04:13:19.000Z,7228.40,9052.20,7413.40,6454.80,4854.50,3142.80,1300.80
1998-08-26T04:13:31.000Z,7354.90,9052.20,7514.90,6451.20,4852.00,3083.00,1300.00
1998-08-26T04:13:43.000Z,7097.00,9369.80,7514.90,6451.20,4852.00,3083.00,1300.00
1998-08-26T04:13:55.000Z,6717.30,8743.70,7520.70,6737.80,5062.30,3205.50,1301.60
1998-08-26T04:14:07.000Z,7364.70,9378.70,7928.60,6737.80,5062.30,3205.50,1301.60
1998-08-26T04:14:19.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:14:31.000Z,6581.00,9211.00,7514.90,6732.50,5057.40,3262.50,1265.20
1998-08-26T04:14:43.000Z,6712.40,8734.70,7514.90,6732.50,5057.40,3262.50,1265.20
1998-08-26T04:14:55.000Z,6970.40,8734.70,7920.90,6544.70,5159.70,3202.60,1230.40
1998-08-26T04:15:08.000Z,6581.00,8734.70,7514.90,6544.70,5159.70,3202.60,1230.40
1998-08-26T04:15:20.000Z,6839.00,8417.20,7514.90,6544.70,5159.70,3262.50,1230.40
1998-08-26T04:15:32.000Z,6454.40,8576.00,7311.90,6544.70,5159.70,3262.50,1230.40
1998-08-26T04:15:44.000Z,6196.50,8099.70,7514.90,6732.50,5057.40,3262.50,1265.20
1998-08-26T04:15:56.000Z,6454.40,8417.20,7514.90,6732.50,5057.40,3262.50,1265.20
1998-08-26T04:16:08.000Z,6454.40,8099.70,7108.90,6544.70,5057.40,3142.80,1230.40
1998-08-26T04:16:20.000Z,6065.00,8099.70,6905.90,6544.70,5057.40,3142.80,1230.40
1998-08-26T04:16:32.000Z,5159.70,7464.70,6701.00,6170.00,4851.50,3083.00,1230.40
1998-08-26T04:16:44.000Z,5549.10,7623.40,6904.00,6170.00,4851.50,3083.00,1230.40
1998-08-26T04:16:56.000Z,5549.10,7305.90,6701.00,5889.60,4748.30,3083.00,1230.40
1998-08-26T04:17:08.000Z,5159.70,6829.60,6599.50,5889.60,4748.30,3083.00,1230.40
1998-08-26T04:17:20.000Z,5417.60,6988.40,6498.00,5983.10,4748.30,3083.00,1230.40
1998-08-26T04:17:32.000Z,5033.10,6829.60,6701.00,5983.10,4748.30,3083.00,1230.40
1998-08-26T04:17:44.000Z,4645.20,6670.90,6396.50,6076.50,4851.50,3083.00,1265.20
1998-08-26T04:17:57.000Z,4774.10,6829.60,6701.00,6076.50,4851.50,3083.00,1265.20
1998-08-26T04:18:09.000Z,5291.10,6988.40,6498.00,6263.40,4851.50,3142.80,1300.00
1998-08-26T04:18:21.000Z,5807.00,7464.70,6802.50,6263.40,4851.50,3142.80,1300.00
1998-08-26T04:18:33.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:18:45.000Z,6454.40,7940.90,7108.90,6545.60,4852.50,3142.80,1230.40
1998-08-26T04:18:57.000Z,5422.50,7940.90,7311.90,6545.60,4852.50,3142.80,1230.40
1998-08-26T04:19:09.000Z,5807.00,8417.20,7108.90,6545.60,4955.20,3142.80,1265.20
1998-08-26T04:19:21.000Z,6454.40,7940.90,7108.90,6545.60,4955.20,3142.80,1265.20
1998-08-26T04:19:33.000Z,5807.00,7623.40,6702.90,5984.00,4852.50,3083.00,1230.40
1998-08-26T04:19:45.000Z,5549.10,7464.70,6601.40,5984.00,4852.50,3083.00,1230.40
1998-08-26T04:19:57.000Z,6206.20,7797.10,6714.40,6177.00,4960.10,3145.70,1231.20
1998-08-26T04:20:09.000Z,7486.40,8576.00,7108.90,6177.00,4960.10,3145.70,1231.20
1998-08-26T04:20:21.000Z,8128.90,9214.00,7514.90,6545.60,5057.40,3202.60,1230.40
1998-08-26T04:20:33.000Z,7097.00,9372.80,7514.90,6545.60,5057.40,3202.60,1230.40
1998-08-26T04:20:45.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:20:58.000Z,8002.30,9528.50,8123.90,6732.50,5057.40,3202.60,1265.20
1998-08-26T04:21:10.000Z,8776.30,10802.0,8326.90,6732.50,5057.40,3202.60,1265.20
1998-08-26T04:21:22.000Z,7759.00,11140.0,8750.20,6925.60,4960.10,3205.50,1301.60
1998-08-26T04:21:34.000Z,8128.90,9849.00,8326.90,6925.60,4960.10,3205.50,1301.60
1998-08-26T04:21:46.000Z,8002.30,10167.0,8123.90,6919.40,5159.70,3202.60,1265.20
1998-08-26T04:21:58.000Z,7744.40,9690.30,8123.90,6919.40,5159.70,3202.60,1265.20
1998-08-26T04:22:10.000Z,8260.30,9849.00,7920.90,6919.40,4955.20,3202.60,1300.80
1998-08-26T04:22:22.000Z,8260.30,10325.0,8530.00,6919.40,4955.20,3202.60,1300.80
1998-08-26T04:22:34.000Z,7612.90,10325.0,8123.90,6919.40,5057.40,3202.60,1265.20
1998-08-26T04:22:46.000Z,8128.90,9528.50,7920.90,6919.40,5057.40,3202.60,1265.20
1998-08-26T04:22:58.000Z,8002.30,9211.00,7717.90,6544.70,4955.20,3083.00,1265.20
1998-08-26T04:23:10.000Z,7744.40,9849.00,7717.90,6544.70,4955.20,3083.00,1265.20
1998-08-26T04:23:22.000Z,7486.40,9369.80,7717.90,6732.50,4955.20,3083.00,1300.80
1998-08-26T04:23:34.000Z,7228.40,9211.00,7717.90,6732.50,4955.20,3083.00,1300.80
1998-08-26T04:23:47.000Z,7354.90,9052.20,7717.90,6544.70,4852.50,3083.00,1300.80
1998-08-26T04:23:59.000Z,7228.40,8576.00,7311.90,6544.70,4852.50,3083.00,1300.80
1998-08-26T04:24:11.000Z,6970.40,8734.70,7311.90,6357.80,4955.20,3083.00,1300.80
1998-08-26T04:24:23.000Z,6839.00,8417.20,7108.90,6357.80,4955.20,3083.00,1300.80
1998-08-26T04:24:35.000Z,6839.00,8734.70,7311.90,6264.30,4955.20,3202.60,1300.80
1998-08-26T04:24:47.000Z,6454.40,8734.70,7311.90,6264.30,4955.20,3202.60,1300.80
1998-08-26T04:24:59.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:25:11.000Z,6970.40,8258.40,7108.90,6077.40,4852.50,3202.60,1300.80
1998-08-26T04:25:23.000Z,7486.40,9052.20,7514.90,6077.40,4852.50,3202.60,1300.80
1998-08-26T04:25:35.000Z,7744.40,9369.80,7717.90,6264.30,4955.20,3142.80,1335.60
1998-08-26T04:25:47.000Z,7744.40,9690.30,7514.90,6264.30,4955.20,3142.80,1335.60
1998-08-26T04:25:59.000Z,8260.30,9849.00,7920.90,6544.70,4955.20,3262.50,1335.60
1998-08-26T04:26:11.000Z,8128.90,9690.30,7920.90,6544.70,4955.20,3262.50,1335.60
1998-08-26T04:26:23.000Z,8002.30,9690.30,7920.90,6357.80,5057.40,3262.50,1370.40
1998-08-26T04:26:36.000Z,7870.90,9849.00,7717.90,6357.80,5057.40,3262.50,1370.40
1998-08-26T04:26:48.000Z,7759.00,9552.50,8141.20,6742.20,5067.20,3208.30,1337.20
1998-08-26T04:27:00.000Z,8265.20,10017.0,8334.60,6742.20,5067.20,3208.30,1337.20
1998-08-26T04:27:12.000Z,7612.90,9052.20,8123.90,6731.60,5159.70,3322.30,1370.40
1998-08-26T04:27:24.000Z,7097.00,8893.50,7716.00,6731.60,5159.70,3322.30,1370.40
1998-08-26T04:27:36.000Z,6581.00,8417.20,7513.00,6357.80,4955.20,3322.30,1370.40
1998-08-26T04:27:48.000Z,6970.40,8417.20,7513.00,6357.80,4955.20,3322.30,1370.40
1998-08-26T04:28:00.000Z,6449.60,8099.70,7513.00,6544.70,5057.40,3322.30,1406.00
1998-08-26T04:28:12.000Z,7228.40,8734.70,7716.00,6544.70,5057.40,3322.30,1406.00
1998-08-26T04:28:24.000Z,8002.30,8893.50,7513.00,6731.60,5159.70,3385.00,1440.80
1998-08-26T04:28:36.000Z,7870.90,9052.20,7716.00,6731.60,5159.70,3385.00,1440.80
1998-08-26T04:28:48.000Z,7486.40,9687.30,7716.00,6918.50,5159.70,3385.00,1370.40
1998-08-26T04:29:00.000Z,8128.90,9846.00,8530.00,6918.50,5159.70,3385.00,1370.40
1998-08-26T04:29:12.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:29:25.000Z,7612.90,8893.50,7108.90,6357.80,4749.30,3142.80,1335.60
1998-08-26T04:29:37.000Z,8518.30,9849.00,7717.90,6357.80,4749.30,3142.80,1335.60
1998-08-26T04:29:49.000Z,9292.20,10484.0,8326.90,6544.70,4542.40,3020.30,1335.60
1998-08-26T04:30:01.000Z,10066.0,11119.0,8123.90,6544.70,4542.40,3020.30,1335.60
1998-08-26T04:30:13.000Z,8128.90,10167.0,7717.90,6170.90,4542.40,2960.50,1300.80
1998-08-26T04:30:25.000Z,6839.00,8417.20,7108.90,6170.90,4542.40,2960.50,1300.80
1998-08-26T04:30:37.000Z,6196.50,7782.20,6905.90,5984.00,4542.40,2960.50,1265.20
1998-08-26T04:30:49.000Z,7097.00,8417.20,7007.40,5984.00,4542.40,2960.50,1265.20
1998-08-26T04:31:01.000Z,7744.40,9369.80,7717.90,6732.50,4852.50,3202.60,1300.80
1998-08-26T04:31:13.000Z,8260.30,10008.0,8326.90,6732.50,4852.50,3202.60,1300.80
1998-08-26T04:31:25.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:31:37.000Z,10582.0,12389.0,9748.00,8414.70,5680.50,3564.50,1370.40
1998-08-26T04:31:49.000Z,10840.0,12707.0,10562.0,8414.70,5680.50,3564.50,1370.40
1998-08-26T04:32:01.000Z,11098.0,13659.0,10562.0,8602.50,5680.50,3444.80,1370.40
1998-08-26T04:32:14.000Z,12130.0,13977.0,10765.0,8602.50,5680.50,3444.80,1370.40
1998-08-26T04:32:26.000Z,12646.0,13977.0,10562.0,8414.70,5782.70,3504.70,1406.00
1998-08-26T04:32:38.000Z,12388.0,14612.0,10562.0,8414.70,5782.70,3504.70,1406.00
1998-08-26T04:32:50.000Z,11614.0,13342.0,10968.0,8227.80,5884.90,3687.00,1440.80
1998-08-26T04:33:02.000Z,11098.0,13024.0,10359.0,8227.80,5884.90,3687.00,1440.80
1998-08-26T04:33:14.000Z,10324.0,12389.0,10359.0,8227.80,5884.90,3504.70,1440.80
1998-08-26T04:33:26.000Z,11872.0,14294.0,10968.0,8227.80,5884.90,3504.70,1440.80
1998-08-26T04:33:38.000Z,11356.0,13024.0,9951.00,8227.80,5782.70,3627.20,1440.80
1998-08-26T04:33:50.000Z,11356.0,13342.0,10562.0,8227.80,5782.70,3627.20,1440.80
1998-08-26T04:34:02.000Z,12919.0,13992.0,10368.0,8232.20,5992.00,3687.00,1477.30
1998-08-26T04:34:14.000Z,13162.0,14294.0,10562.0,8232.20,5992.00,3687.00,1477.30
1998-08-26T04:34:26.000Z,13420.0,14294.0,10968.0,8414.70,5884.90,3687.00,1440.80
1998-08-26T04:34:38.000Z,12646.0,13659.0,10562.0,8414.70,5884.90,3687.00,1440.80
1998-08-26T04:34:50.000Z,11614.0,13342.0,10562.0,8040.90,5782.70,3687.00,1440.80
1998-08-26T04:35:02.000Z,10840.0,12072.0,9951.00,8040.90,5782.70,3687.00,1440.80
1998-08-26T04:35:15.000Z,10582.0,12389.0,9545.00,7854.00,5782.70,3627.20,1406.00
1998-08-26T04:35:27.000Z,10066.0,11437.0,9139.00,7854.00,5782.70,3627.20,1406.00
1998-08-26T04:35:39.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:35:51.000Z,9034.30,10484.0,8530.00,7293.20,5266.70,3444.80,1406.00
1998-08-26T04:36:03.000Z,9034.30,10325.0,8733.00,7293.20,5266.70,3444.80,1406.00
1998-08-26T04:36:15.000Z,8644.90,10008.0,7717.90,7106.30,5471.20,3564.50,1440.80
1998-08-26T04:36:27.000Z,9034.30,10484.0,8123.90,7106.30,5471.20,3564.50,1440.80
1998-08-26T04:36:39.000Z,9550.20,10802.0,8530.00,7854.00,5884.90,3806.70,1440.80
1998-08-26T04:36:51.000Z,11356.0,11437.0,9342.00,7854.00,5884.90,3806.70,1440.80
1998-08-26T04:37:03.000Z,12130.0,13659.0,9748.00,8415.60,6196.50,3866.50,1476.40
1998-08-26T04:37:15.000Z,11872.0,13659.0,10359.0,8415.60,6196.50,3866.50,1476.40
1998-08-26T04:37:27.000Z,12646.0,14294.0,10765.0,8040.90,6089.40,3806.70,1476.40
1998-08-26T04:37:39.000Z,12130.0,12707.0,9952.90,8040.90,6089.40,3806.70,1476.40
1998-08-26T04:37:51.000Z,11614.0,13342.0,10154.0,8044.40,5884.90,3687.00,1441.60
1998-08-26T04:38:04.000Z,10850.0,12084.0,9757.50,8044.40,5884.90,3687.00,1441.60
1998-08-26T04:38:16.000Z,11872.0,12389.0,9545.00,7854.00,5675.60,3564.50,1406.00
1998-08-26T04:38:28.000Z,12646.0,12707.0,9951.00,7854.00,5675.60,3564.50,1406.00
1998-08-26T04:38:40.000Z,11098.0,12389.0,9342.00,7479.30,5573.40,3564.50,1370.40
1998-08-26T04:38:52.000Z,11356.0,12707.0,9748.00,7479.30,5573.40,3564.50,1370.40
1998-08-26T04:39:04.000Z,10582.0,12389.0,9748.00,7854.00,5782.70,3564.50,1370.40
1998-08-26T04:39:16.000Z,9292.20,11119.0,9139.00,7854.00,5782.70,3564.50,1370.40
1998-08-26T04:39:28.000Z,9170.60,10493.0,8943.60,7482.80,5476.10,3507.50,1371.20
1998-08-26T04:39:40.000Z,9808.20,11278.0,9139.00,7482.80,5476.10,3507.50,1371.20
1998-08-26T04:39:52.000Z,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900,-999.900
1998-08-26T04:40:04.000Z,9550.20,10802.0,8733.00,7106.30,5159.70,3202.60,1300.80
1998-08-26T04:40:16.000Z,8776.30,9528.50,7920.90,7106.30,5159.70,3202.60,1300.80
1998-08-26T04:40:28.000Z,7612.90,9211.00,7514.90,6544.70,4852.50,3083.00,1300.80
1998-08-26T04:40:40.000Z,7612.90,8893.50,7920.90,6544.70,4852.50,3083.00,1300.80
1998-08-26T04:40:53.000Z,7097.00,9211.00,7717.90,6544.70,4749.30,3202.60,1335.60
1998-08-26T04:41:05.000Z,7354.90,9052.20,7514.90,6544.70,4749.30,3202.60,1335.60
1998-08-26T04:41:17.000Z,7627.50,9070.20,8750.20,7487.20,5476.10,3570.20,1406.80
1998-08-26T04:41:29.000Z,9292.20,11119.0,9545.00,7487.20,5476.10,3570.20,1406.80
1998-08-26T04:41:41.000Z,10582.0,12389.0,10359.0,8602.50,5987.10,3627.20,1440.80
1998-08-26T04:41:53.000Z,12130.0,13659.0,10562.0,8602.50,5987.10,3627.20,1440.80
